deidentified_id_code,gender,gender_other,term,age,r_mem_s_4_text,r_mem_s_13_valence,race_primary,birth_country,ethnic_identify,ethnic_other,,,
2247,Woman,[Decline to Answer],W19,22,The memory of break up with my ex.,-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
2252,Man,[Decline to Answer],W19,23,a huge fight that I had with a good friend of mine in high school,-1,Black/African,Canada,Black/African-Canadian,[Decline to Answer],,,
2257,Woman,[Decline to Answer],W19,19,I remember a specific conversation while canoeing with my deceased uncle. Its kind of makes me sad. Usually something else will trigger it though like a song or movie.,-1,White/Caucasian,Canada,Irish,[Decline to Answer],,,
2258,Woman,[Decline to Answer],W19,18,"when i was little my grandmother came to visit.
i sat on her lap and she called me a nickname. it was not necessarily flattering.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
2259,Woman,[Decline to Answer],W19,20,"When I was very young, one day I was crying and angry. I asked my mom to leave the house.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
2262,Man,[Decline to Answer],W19,19,"In the Summer after high school, I saw a close friend in a store. I went to say hi, and they ignored me before saying hi in a distant way. They hid behind a different aisle. This was the last time I saw or heard from this person. They were going to go to university, but when it came time to go, they didn't go.",-1,White/Caucasian,Canada,Swiss,[Decline to Answer],,,
2265,Woman,[Decline to Answer],W19,19,This memory dated back to when my grandfather had passed away. He and the rest of my family (on my father's side) was/is hindu. I remember debating/arguing with my mother about what formal wear was suitable for our family to wear to his funeral.,-1,West Indian/Caribbean,Trinidad and Tobago,Trinidadian,[Decline to Answer],,,
2266,Man,[Decline to Answer],W19,18,"An event that recurred in my memory about twice this year was the memory of the amount of fun I had in my childhood. It was a memory about the times I played soccer on the park's field and all the other kids in the neighbourhood joined together to make teams and compete with each other. Also, in the memory are my old friends which I rarely see today.",-1,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
2267,Woman,n/a,W19,18,"I intend to constantly be reminded of the failures in my life. There are usually a few but the biggest one for me was cheating on a test. I never got penalized for this but I truly felt guilty, even to this day thus always thinking about it.",-1,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
2270,Woman,[Decline to Answer],W19,24,Friend of mine passed away in front of me in a public washroom in high school when I was 14 years old,-1,White/Caucasian,Canada,Maltese,[Decline to Answer],,,
2271,Man,[Decline to Answer],W19,22,Getting back a report to resubmit because I was missing pages.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
2272,Man,[Decline to Answer],W19,22,I am in our van just about to head to school. Saying goodbye to my dog from the van. Looking at him stare at me and seeing the sun shining on him.,-1,Hispanic,Canada,Latin-American,[Decline to Answer],,,
2273,Woman,[Decline to Answer],W19,22,My parents decided to not tell me my grandma passed away. I was so shocked as I found it out on a social platform. Someone who is our family’s close friend updated her death with pictures of him attending the funeral.,-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
2274,Man,[Decline to Answer],W19,19,I was handing in my exam that I thought I did terrible on and I could not stop panicking.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
2278,Woman,[Decline to Answer],W19,NA,"I can't really remember, Random memories pop up and then I just leave them.",-1,"South Asian (e.g. Pakistani, Indian)",[Decline to Answer],Indian (from India),[Decline to Answer],,,
2279,Man,[Decline to Answer],W19,18,Various embarrassing things that I now realize were very idiotic,-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Other not listed,Do not identify with any ethnic group,,,
2280,Woman,[Decline to Answer],W19,18,"the event has had an everlasting impact on my mind, bringing about tears upon the mention of it no matter how much time passes. But it also makes me stronger upon every thought of it and is less painful each time.",-1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
2281,Woman,[Decline to Answer],W19,18,"The day my ex boyfriend and I broke up constantly pops up in my mind. I remember the day, where it happened, and some of the things that he said.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Cantonese,[Decline to Answer],,,
2284,Man,[Decline to Answer],W19,21,The memory pops back into my head because of the emotional significance tied to it. I spent a lot of time working to achieve a certain goal and I was so close to achieving it. I did not end up achieving it but I learned a lot from it.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
2285,Woman,n/a,W19,18,embarrassing myself while drinking,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
2286,Woman,N/A,W19,19,A memory of a bad break up and time spent together during the relationship,-1,Mixed,Canada,Indian (from India),N/A,,,
2287,Man,[Decline to Answer],W19,21,Taking my best friend on to the top of a church on our trip to Montreal and trying but failing to confess to her putting us in an awkward state.,-1,"South Asian (e.g. Pakistani, Indian)",Canada,Japanese,[Decline to Answer],,,
2288,Woman,[Decline to Answer],W19,22,Failing all of my anatomy written exams in college. I was never able to remember the content for the written portion but was always able to do really well on the practical portion.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
2295,Woman,[Decline to Answer],W19,48,past experience where I failed at something,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
2301,Woman,[Decline to Answer],W19,20,memory of last year of school that I didn't particularly enjoy,-1,White/Caucasian,UK,British/English,[Decline to Answer],,,
2302,Woman,n/a,W19,22,Recent job interview. The questions and my responses.,-1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Canadian,n/a,,,
2305,Woman,[Decline to Answer],W19,19,"This event seemingly randomly pops into my head without prompting.
I often feel physical symptoms pertaining to the event.
It takes effort to stop the recollection.",-1,"South Asian (e.g. Pakistani, Indian)",Other Asian country,Other not listed,"none since I am part Indian, Filipino and white-american with Canadian nationality and I grew up in Dubai",,,
2307,Woman,[Decline to Answer],W19,18,"A middle school friend who during the time was ""bullied"", but I did not stand firm on my position to speak for him/her, and now he/she has mild depression.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
2309,Woman,[Decline to Answer],W19,28,I remember when I was rejected in a humiliating way by a previous boyfriend. I remember my first date with my current boyfriend.,-1,West Indian/Caribbean,Canada,Canadian,[Decline to Answer],,,
2311,Man,[Decline to Answer],W19,20,This is less of an event and more a recollection of a pattern of behaviour but the memory is of my 'harassment' for lack of a better word of a friend of mine when we were in high school.,-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Cantonese,[Decline to Answer],,,
2312,Woman,[Decline to Answer],W19,20,I saw a little girl and a mom on the bus and had a memory of me and my mom on bus ) haven't seen her in 12 years,-1,White/Caucasian,Canada,Russian,[Decline to Answer],,,
3253,Woman,n/a,W19,21,I was having a manic episode at my grandma's house. I sat in her chair and kept my eyes closed. I told everyone that I couldn't handle any stimulation.,-1,White/Caucasian,Canada,Canadian,n/a,,,
3257,Woman,[Decline to Answer],W19,18,"it's an encounter with an ex. usually he's angry, and i'm trying to fix it, but i can't. it's kind of a traumatic recollection, but i try not to let it be.",-1,White/Caucasian,Canada,Italian,[Decline to Answer],,,
3260,Woman,[Decline to Answer],W19,19,a breakup that was very traumatic,-1,White/Caucasian,Canada,Italian,[Decline to Answer],,,
3270,Man,[Decline to Answer],W19,20,one day in 2017 I was taking a plane away from my romantic partner. I was in the airport and wanted to hear her sing this one line from one song. she sent an audio msg.,-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3275,Woman,[Decline to Answer],W19,22,"Walking at school one day, a friend and I were talking and I told them I was interested in someone, but not that it was them. I didn't tell them who it was because they were not interested back, but I didn't really want to lie. But because I wouldn't say they might be able to guess, also, I don't know what they remember of the conversation, and maybe I should have just said anyway. There were a lot of anxious thoughts.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3278,Woman,N/a,W19,23,"The memory is of the death of an individual that I used to know. The memory consists of their time in the hospital, when they had passed away and were on their way home from the hospital, and when their final rites and funeral happened.",-1,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),[Decline to Answer],,,
3294,Man,[Decline to Answer],W19,23,"A negative event in which a group socially rejected me, and I left that group behind.",-1,White/Caucasian,Canada,[Decline to Answer],[Decline to Answer],,,
3302,Woman,[Decline to Answer],W19,20,"1)CD given back by an ex
2)Driving in Another's car
3)Being yelled at for letting an ex sleep",-1,White/Caucasian,Canada,Mennonite,[Decline to Answer],,,
3308,Woman,[Decline to Answer],W19,21,a previous break up with my high school boyfrind,-1,White/Caucasian,Canada,Trinidadian,[Decline to Answer],,,
3310,Woman,[Decline to Answer],W19,21,"in class answering a question, the answer is wrong and i get embarrassed",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3312,Woman,N/A,W19,26,Experiences in a past romantic relationship - both positive and negative memories.,-1,White/Caucasian,Canada,Canadian,N/A,,,
3322,Woman,[Decline to Answer],W19,18,my brother having a seizure for the first time in front of me,-1,Hispanic,Canada,Other not listed,Ecuadorian,,,
3323,Woman,[Decline to Answer],W19,18,Time I spent with someone,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3330,Man,[Decline to Answer],W19,18,"Most recollections are memories of things that I regret in life. The most recent recurring one is related to a date I went on a few months ago. Although I felt it was an enjoyable experience for both parties, I never called her back.",-1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Canadian,[Decline to Answer],,,
3335,Woman,[Decline to Answer],W19,20,"Somebody wanted to buy me a plate of fries, and it was making me really anxious. I politely declined, but they told me they were going to anyway. I got mildly pissed at them, and felt like an asshole. Now I still cringe about it every now and then at random times three years later, as I do with a few other memories. I'm not sure if it's specifically 3, but I know there's other ones that I can't and nor do I want to, think of off the top of my head.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3340,Woman,[Decline to Answer],W19,18,conflict with an individual,-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3343,Woman,[Decline to Answer],W19,19,"The event is my memory of my first date with my now ex-boyfriend, I remember sitting and talking while watching a movie, and then having our first kiss.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3344,Woman,[Decline to Answer],W19,18,"A close friend held a grudge against me for a year and exploded at me during a food fair. During the rant, I did not comprehend what she was saying and was lost for a week. I confronted her a week later to clarify the grudge but she made up the reason of why she blocked me.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",Hong Kong,Chinese,[Decline to Answer],,,
3348,Woman,[Decline to Answer],W19,18,when I was embarrassed as a kid.,-1,White/Caucasian,USA,Canadian,[Decline to Answer],,,
3351,Woman,N/A,W19,19,About an encounter with my mother and a family friend when I got in trouble at a park and she took me home.,-1,White/Caucasian,Canada,Canadian,N/A,,,
3352,Woman,[Decline to Answer],W19,22,I often have recollections related to events at work. A bad interaction with a customer who was quite rude with me. They said some rude things.,-1,White/Caucasian,Canada,British/English,[Decline to Answer],,,
3354,Woman,[Decline to Answer],W19,20,Having a panic attack after an exam.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3356,Woman,[Decline to Answer],S19,21,Worrying about what the last thing I said to someone was.,-1,White/Caucasian,Canada,French-Canadian,[Decline to Answer],,,
3357,Woman,[Decline to Answer],S19,21,"The memory of my most recent lecture pops up in my head. I am reminded of the stress that I experienced when listening to the lecture. At the time, I was stressed about my course load.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Cantonese,[Decline to Answer],,,
3364,Man,[Decline to Answer],S19,20,"I was in a car accident. There was about 3-cm of hard ice on the road. It was uncontrollable, no matter how hard I was trying to apply the break.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3365,Woman,[Decline to Answer],S19,19,"I had a close call on the highway where I had to quickly brake and swerve to avoid hitting the car in front of me. This thought occasionally popped into my mind afterwards, making me feel the stress of the event all over again.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3366,Woman,[Decline to Answer],S19,20,I had recently ended things with a guy I was seeing and he began to threaten suicide because I was not feeling well and had talked to an old friend about it. He had decided that this meant I had slept with this friend and wanted to hurt me. He said many terrible things this night and it is a night I cannot forget. Most of my recurrent memories have to do with this relationship.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3369,Woman,[Decline to Answer],S19,19,When i was younger I cut a blanket in my brothers room and let him take the blame for it instead of owning up to it,-1,Middle Eastern,Canada,Middle Eastern,[Decline to Answer],,,
3370,Woman,N/A,S19,20,"To provide a background, I visited my home country to see my family. The specific memory is when I was about to come back to Canada and I had to take the train to the airport. I recalled seeing my grandmother standing alone at the train station gates staring at me. She was tiny and frail and it felt like it might be my last time seeing her alive in person.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,[Decline to Answer],,,
3373,Man,[Decline to Answer],S19,22,"Listening to Blackbird by the Beatles while in grade 9 summer school. THe music was playing loud so everyone could hear. The person behind me asked my to turn down the music.

Older man got angry at me for crossing the street. I had right of way however so it was really him at fault.",-1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Vietnamese,[Decline to Answer],,,
3375,Woman,[Decline to Answer],S19,20,A discussion I had with a family member about a few issues they were going through.,-1,"South Asian (e.g. Pakistani, Indian)",[Decline to Answer],Indian (from India),[Decline to Answer],,,
3377,Man,[Decline to Answer],S19,19,"I woke up, and I realized I made a huge mistake when I left my best friend. This was a result of severe depression, and it has permanently scarred me for the past year. I have been unable to forgive myself for what I did.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
3378,Woman,[Decline to Answer],S19,22,"I can remember some events happened when I was 3 years old. For example, I watched a woman trapped under a bicycle and she was also watching me, or starting at me... I quickly passed by. Also, when I was reading articles or books, some sentence can make me remember some sentences the others told me several years ago, even though those sentences did not make any sense to me at those years.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3379,Woman,[Decline to Answer],S19,22,"When the season gets changed from winter to spring, I remember the day when I attended my dad's funeral. When I feel the breeze or smell rain in the cold air, I all of a sudden remember the moment when I walked into the hospital. Then, I tend to get sad or think about other things that was happening at the same time.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",South Korea,South Korean,[Decline to Answer],,,
3382,Woman,[Decline to Answer],S19,19,Breakup with my boyfriend of 12 months,-1,"South Asian (e.g. Pakistani, Indian)",USA,Canadian,[Decline to Answer],,,
3384,Woman,[Decline to Answer],S19,27,"Embarrassing memory when I said something ""wrong"". The person didn't respond negatively, but they didn't respond positively either. This happened when I was 9?",-1,Mixed,Canada,Canadian,[Decline to Answer],,,
3385,Woman,[Decline to Answer],S19,19,"My mom shouted at me in front of the family, because I cried for not being allowed to do something. I wanted to go out with my aunt, but she had to stay home to take care of her baby. I did not understand why anyone else could not replace her such as my grandma.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3387,Man,[Decline to Answer],S19,19,"When I am not pre-occupied with things, sometimes my thoughts inevitably wander to my past relationships I have had and analyze what went wrong with the relationships.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3392,Woman,[Decline to Answer],S19,18,Thoughts of my first semester and how lonely and stressed out I was. I was in a bad place first semester. It is memories all around campus.,-1,Middle Eastern,Egypt,Egyptian,[Decline to Answer],,,
3393,Man,[Decline to Answer],S19,20,no pure extended memory is able to be withdrawn but multiple short visual memories have appeared. things from sitting in a room as a child sorting hockey cards on a carpet while listening to a hockey game or flashes of moments in where I had picked up a box to move it to another room.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3394,Man,[Decline to Answer],S19,20,"I hope what happened this morning count as a recollection of a memory.  My card didn't work on the bus even though I already paid my tuition fees so I had to get off the bus since the bus driver was kind of strict on his own policies. The guy was doing his job, but I feel like he can give me the benefit of a doubt. I ran all the way to class only to be late a few minutes.",-1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Malaysia,Malaysian,[Decline to Answer],,,
3395,Man,[Decline to Answer],S19,20,"Remembering how I felt in a certain stressful moment. Comes into thought randomly, can be by myself or talking with others. Seems to not be triggered by anything in particular.",-1,White/Caucasian,Canada,Portuguese,[Decline to Answer],,,
3400,Man,[Decline to Answer],S19,19,It is a fierce argument I had with my aunt two years back,-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3402,Man,[Decline to Answer],S19,19,My grandfather collapsing while we were on vacation and him then being diagnosed with cancer,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3405,Man,[Decline to Answer],S19,19,"It was an event, where I did and said some things than when the memory re-occurred it got me really embarrassed and reflecting on how I could have performed those actions",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3408,Woman,[Decline to Answer],S19,19,"misunderstanding a question in an interview, answering based off of my interpretation, realizing it was wrong, feeling pretty embarrassed",-1,Mixed,Canada,Other not listed,Japanese-Canadian,,,
3411,Man,N/A,S19,22,"Relationship related memories
Trips / family moments",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,n/a,,,
3415,Woman,[Decline to Answer],S19,19,"How I was back in middle school. I was very shy and insecure, and I was reflecting on how much I've come from that time.",-1,Black/African,Ethiopia,African,[Decline to Answer],,,
3416,Woman,[Decline to Answer],S19,19,The times I said something stupid. Like when I was talking to a friend and I said the first thing that popped into my head. The memory would come back to me and I would feel like they would never talk to me the same way again because I am an idiot.,-1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
3418,Man,[Decline to Answer],S19,NA,"There was a miscommunication between myself and someone else in which I felt they were hurt by it.  While they said that they weren't and I attempted to clarify the situation, I still felt that they were hurt by the initial interaction.  Sometimes I feel guilt over this.",-1,White/Caucasian,Canada,British/English,[Decline to Answer],,,
3423,Woman,woman,S19,40,i have recurrent collections of my last week of full time work,-1,White/Caucasian,Canada,Canadian,NA,,,
3424,Woman,[Decline to Answer],S19,NA,I remember random facts that I didn't know before. These fact where taught in class and I couldn't grasp it then,-1,Black/African,Canada,Canadian,[Decline to Answer],,,
3426,Woman,n/a,S19,19,"being prescribed medication for hypothyroidism. I was depressed and ill for a really long time before I found a solution. This had severely affected my performance in school as well, in a negative way.",-1,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
3427,Woman,N/a,S19,20,"Most of the memories I experience are either memories that I have tried to suppress or some of the greatest memories I've had. The memories I've tried to suppress are usually associated with me feeling embarrassed or critically judging myself, whereas some of my greatest memories will be related to feeling very big and ""on top of the world"" - like.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,n/a,,,
3428,Man,[Decline to Answer],S19,18,I was alone at a local community center trying to buy a phone. A pair of two tall black men in hoodies arrived. They struck me with a pistol when I refused to comply.,-1,Middle Eastern,Other Asian country,Other not listed,Afghan,,,
3429,Man,[Decline to Answer],S19,24,"Driving down a certain road near my family house, there was a cop hidden standing behind a sign holding speed gun and checking the speed the cars were driving. Each time i passed by that street i always look to see if he is there checking my speed in case i am speeding. Its been a long time since the last time I saw him there, but i still look out of habit.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3430,Man,[Decline to Answer],S19,23,I can't actively recall. I try to suppress any bad memory when it comes up.,-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,[Decline to Answer],,,
3432,Man,i'm a male biologically and i think i'm a male,S19,19,"it should be when i was trying to have relationship with my first girl friend. I feel shameful about when i talk some love word or write something or date with her. Now we seperated, and the memory of the shame things often flash back to my memory. Honestly, some recurrent memeory recollections mostly are my shame memeory or regretful or happy memeory.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3434,Woman,[Decline to Answer],S19,20,A recollection of an argument/issue with a friend will pop up into my mind at times. An online friend of mine and I experienced communication issues (e.g. not talking as much as before and not spending much time together) earlier this year - January 2019. The memory of the discussion we had about this issue will pop up into my mind ever so often. This issue has not been resolved yet between us.,-1,"South Asian (e.g. Pakistani, Indian)",Canada,Pakistani,[Decline to Answer],,,
3613,Woman,[Decline to Answer],S19,19,"This was about the time when I will walk home with my best friend who is now gone for his coop. I was walking on campus and I started thinking about how I used to walk with my friend there, tease him, laugh with him and now I am all alone in this little world.",-1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
3614,Woman,[Decline to Answer],S19,20,The memories that effortlessly pop into my mind are often random recollections with my ex-boyfriend. Specifically ones in which I had undergone emotional/verbal abuse.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3617,Woman,[Decline to Answer],S19,22,when i found out my current boyfriend was cheating on me. we were camping and he left his phone in the tent. i went through conversations and photos and thats when i found out what was going on,-1,Hispanic,USA,Other not listed,Colombian,,,
3625,Woman,n/a,S19,20,"Negative memory of a choice a made, I made a decision when in hindsight I realized there was a better option. I could have had a better experience if I went with the other option and the memory has been bothering me lately.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,n/a,,,
3626,Man,[Decline to Answer],S19,19,"Bad memories of my childhood, i really don't want to go in depth.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
3628,Man,[Decline to Answer],S19,23,The situation of failing to hand in the assignment on time,-1,"East Asian (e.g. Chinese, Japanese, Korean)",Taiwan,Taiwanese,[Decline to Answer],,,
3635,Woman,[Decline to Answer],S19,22,recollection from when i was 9. it was a fight between my parents.,-1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Malaysia,Malaysian,[Decline to Answer],,,
3638,Woman,[Decline to Answer],S19,24,"I was at a different university before and the events from my last term and first term here at Uwaterloo often comes pop up. I would remember  social interactions that are awkward or things I did somewhat very foolishly. Sometimes, it will be reminded by location related such as in the class, while applying for jobs.",-1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Burma,Other not listed,Rohingya/Burmese,,,
3641,Man,[Decline to Answer],F19,22,Being stuck on a narrow mountain and unable to move. Still think of what would have happen if I fell off the mountain.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3642,Woman,[Decline to Answer],F19,21,Memory of awkward interaction between myself and a co-worker. It was during a co-op placement and one of the few times I had interacted with them. I had responded awkwardly to something he had said.,-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
3643,Man,"I did not answer ""I prefer to self identify""",F19,21,"The specific memory of my roadtrip in California with a friend from earlier in the year often pops back into my head. Specifically, the drive back up the coast during the final day of the trip is especially vivid. The emotions I felt (sadness due to the trip ending) are vivid, even in my recollection, as are the visuals and the auditory sensations I felt.",-1,"South Asian (e.g. Pakistani, Indian)",India,Canadian,[Decline to Answer],,,
3644,Woman,none,F19,21,My recurrent memories are normally associated with one person. Because this person has affected me in a way that was hurtful and where the relationship has turned out in the end.,-1,"South Asian (e.g. Pakistani, Indian)",Canada,Sri Lankan,none,,,
3645,Woman,[Decline to Answer],F19,22,social interactions,-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,[Decline to Answer],,,
3647,Woman,[Decline to Answer],F19,21,"The overall well-being of others and whether I have impacted their safety, well-being, happiness etc. Regretting saying something in fear of offending them.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3652,Woman,[Decline to Answer],F19,21,Unhappy event that occurred which caused a bunch of stress in my childhood experience.,-1,"East Asian (e.g. Chinese, Japanese, Korean)",Hong Kong,Cantonese,[Decline to Answer],,,
3655,Man,[Decline to Answer],F19,26,A friend and I had a falling out. This friend was very important to me and left in an (in my opinion) unfair way. Memories of our past and of the events preceding the falling out are the most frequent recollections.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3656,Man,[Decline to Answer],F19,22,I host games of Dungeons and Dragons with close friends. I tried to pull off a highly choreographed scene as service to one of my players and their character. Due to circumstance and some mistakes it became somewhat anticlimactic and made me feel like I failed the friend.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3658,Woman,[Decline to Answer],F19,23,"I felt somewhat restless, irritated, and upset. I often remember this while I am walking alone for a long period of time.",-1,Mixed,Canada,Black/African-Canadian,[Decline to Answer],,,
3659,Woman,n/a,F19,22,"sitting in my friend's room and talking with her and another friend about an event we were running. we were all really tired and watched a movie as we talked. there was an issue involving us and another member of our team, which we talked about.",-1,White/Caucasian,Canada,Canadian,n/a,,,
3662,Woman,[Decline to Answer],F19,21,Childhood memories with my grandmother. In this memory I am back in india. I am in my childhood home.,-1,"South Asian (e.g. Pakistani, Indian)",India,Canadian,[Decline to Answer],,,
3663,Woman,[Decline to Answer],F19,24,"Every time i drive i recall my previous car accidents frequently, and usually it happens at intersections, where my accidents occurred. I feel as if it plays in slow-mo and im having an out of body experience watching cars drive by. It only last for 20 seconds before i try to snap myself out of it.",-1,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),[Decline to Answer],,,
3665,Woman,[Decline to Answer],F19,22,Everytime I drive to school I have the recurrent memory of driving my dad to the hospital. We were on the same road that I take to get to school and he was quiet beside me wearing a grey sweater and black sweat pants. He would always remind me to make the right turn and even though I didn't need the reminder I still let him tell me.,-1,White/Caucasian,Croatia,Croatian,[Decline to Answer],,,
3670,Woman,[Decline to Answer],F19,21,My car was recently hit in a parking lot. The person beside us was reversing and hit our car. I got out to talk to her and she drove away,-1,White/Caucasian,Canada,Serbian,[Decline to Answer],,,
3671,Woman,[Decline to Answer],F19,21,Sitting in an elementary school classroom and answering a question and remember hearing a class mate laugh at it. I believe this moment to be what started my shyness.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3673,Man,[Decline to Answer],F19,20,"I had the chance to play at a high level for my main sport, but I didn't go to the final tryout. That memory of not going has recurred constantly for years",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3674,Woman,[Decline to Answer],F19,22,Girl my age trying to kiss me when I was 7 at a sleepover. I remember being very uncomfortable.,-1,White/Caucasian,UK,British/English,[Decline to Answer],,,
3677,Woman,[Decline to Answer],F19,21,Usually a spontaneous memory of spending time with my ex. I usually remember myself casually hanging out with him in his room.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3679,Woman,[Decline to Answer],F19,21,"Breaking up with a long-term boyfriend. Feelings of sadness, anger, and confusion are often brought back when I have this memory. I also feel a lot of guilt when I think about this memory while with my current partner.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3680,Gender queer / Gender non-conforming / Gender non-binary,[Decline to Answer],F19,22,An unpleasant memory about traveling to visit family. I had an unfortunate interaction with relatives that left me extremely upset. I ended up crying alone for a few hours before anyone realized I had disappeared.,-1,Black/African,Canada,African,[Decline to Answer],,,
3681,Man,[Decline to Answer],F19,21,"Giving a girl a cookie without any intentions of attracting the girl. I just wanted to be nice. 
I later realized that I have sent mixed messages
She later expressed feelings about me
We couldn't get together",-1,Middle Eastern,Iraq,Arab,[Decline to Answer],,,
3682,Woman,[Decline to Answer],F19,41,"Random memories of my father, usually triggered by some connection to what I am doing in the present moment. I do not remember the most frequent recollection, as there isn't a ""most frequent"" one. Sometimes the recollections might be unrelated to my father, but triggered by smell or sensation (e.g., the feeling of fall breeze on my face).",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3683,Woman,[Decline to Answer],F19,22,It's too personal. But it was a situation that had feelings of shame associated with it.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3684,Man,[Decline to Answer],F19,20,"it was job related, a task I should have done at work.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3685,Woman,[Decline to Answer],F19,19,recent toxic relationship,-1,Mixed,Canada,Black/African-Canadian,[Decline to Answer],,,
3687,Woman,[Decline to Answer],F19,19,"there aren't any, I answered the last question wrong. I haven't experienced this in the last year, I was mistaken",-1,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),[Decline to Answer],,,
